"Points:0","Points:1","Points:2"
0.25,0.5,0
0.24999994,0.5,1
0.25,0.5,1
0.24999994,0.5,0
0.25390625,0.49998602,1
0.25390625,0.49998602,0
0.2578125,0.49997213,1
0.2578125,0.49997213,0
0.26171875,0.49995828,1
0.26171875,0.49995828,0
0.265625,0.49994454,1
0.265625,0.49994454,0
0.26953125,0.49993086,1
0.26953125,0.49993086,0
0.2734375,0.49991724,1
0.2734375,0.49991724,0
0.27734375,0.49990374,1
0.27734375,0.49990374,0
0.28125,0.49989033,1
0.28125,0.49989033,0
0.28515625,0.49987704,1
0.28515625,0.49987704,0
0.2890625,0.49986386,1
0.2890625,0.49986386,0
0.29296875,0.49985078,1
0.29296875,0.49985078,0
0.296875,0.49983785,1
0.296875,0.49983785,0
0.30078125,0.49982503,1
0.30078125,0.49982503,0
0.3046875,0.49981236,1
0.3046875,0.49981236,0
0.30859375,0.49979982,1
0.30859375,0.49979982,0
0.3125,0.49978745,1
0.3125,0.49978745,0
0.31640625,0.49977523,1
0.31640625,0.49977523,0
0.3203125,0.49976316,1
0.3203125,0.49976316,0
0.32421875,0.49975127,1
0.32421875,0.49975127,0
0.328125,0.49973956,1
0.328125,0.49973956,0
0.33203125,0.49972799,1
0.33203125,0.49972799,0
0.3359375,0.49971664,1
0.3359375,0.49971664,0
0.33984375,0.49970549,1
0.33984375,0.49970549,0
0.34375,0.4996945,1
0.34375,0.4996945,0
0.34765625,0.49968374,1
0.34765625,0.49968374,0
0.3515625,0.49967316,1
0.3515625,0.49967316,0
0.35546875,0.49966282,1
0.35546875,0.49966282,0
0.359375,0.49965268,1
0.359375,0.49965268,0
0.36328125,0.49964276,1
0.36328125,0.49964276,0
0.3671875,0.49963304,1
0.3671875,0.49963304,0
0.37109375,0.4996236,1
0.37109375,0.4996236,0
0.375,0.49961436,1
0.375,0.49961436,0
0.37890625,0.49960536,1
0.37890625,0.49960536,0
0.3828125,0.4995966,1
0.3828125,0.4995966,0
0.38671875,0.4995881,1
0.38671875,0.4995881,0
0.390625,0.49957985,1
0.390625,0.49957985,0
0.39453125,0.49957186,1
0.39453125,0.49957186,0
0.3984375,0.49956411,1
0.3984375,0.49956411,0
0.40234375,0.49955663,1
0.40234375,0.49955663,0
0.40625,0.49954942,1
0.40625,0.49954942,0
0.41015625,0.49954244,1
0.41015625,0.49954244,0
0.4140625,0.49953577,1
0.4140625,0.49953577,0
0.41796875,0.49952939,1
0.41796875,0.49952939,0
0.421875,0.49952325,1
0.421875,0.49952325,0
0.42578125,0.49951741,1
0.42578125,0.49951741,0
0.4296875,0.49951187,1
0.4296875,0.49951187,0
0.43359375,0.49950659,1
0.43359375,0.49950659,0
0.4375,0.49950159,1
0.4375,0.49950159,0
0.44140625,0.49949691,1
0.44140625,0.49949691,0
0.4453125,0.4994925,1
0.4453125,0.4994925,0
0.44921875,0.49948838,1
0.44921875,0.49948838,0
0.453125,0.49948457,1
0.453125,0.49948457,0
0.45703125,0.49948108,1
0.45703125,0.49948108,0
0.4609375,0.49947786,1
0.4609375,0.49947786,0
0.46484375,0.49947494,1
0.46484375,0.49947494,0
0.46875,0.49947235,1
0.46875,0.49947235,0
0.47265625,0.49947003,1
0.47265625,0.49947003,0
0.4765625,0.49946803,1
0.4765625,0.49946803,0
0.48046875,0.49946633,1
0.48046875,0.49946633,0
0.484375,0.49946496,1
0.484375,0.49946496,0
0.48828125,0.49946389,1
0.48828125,0.49946389,0
0.4921875,0.49946311,1
0.4921875,0.49946311,0
0.49609375,0.49946263,1
0.49609375,0.49946263,0
0.5,0.49946249,1
0.5,0.49946249,0
0.50390625,0.49946263,1
0.50390625,0.49946263,0
0.5078125,0.49946311,1
0.5078125,0.49946311,0
0.51171875,0.49946389,1
0.51171875,0.49946389,0
0.515625,0.49946496,1
0.515625,0.49946496,0
0.51953125,0.49946633,1
0.51953125,0.49946633,0
0.5234375,0.49946803,1
0.5234375,0.49946803,0
0.52734375,0.49947003,1
0.52734375,0.49947003,0
0.53125,0.49947235,1
0.53125,0.49947235,0
0.53515625,0.49947494,1
0.53515625,0.49947494,0
0.5390625,0.49947786,1
0.5390625,0.49947786,0
0.54296875,0.49948108,1
0.54296875,0.49948108,0
0.546875,0.49948457,1
0.546875,0.49948457,0
0.55078125,0.49948838,1
0.55078125,0.49948838,0
0.5546875,0.4994925,1
0.5546875,0.4994925,0
0.55859375,0.49949691,1
0.55859375,0.49949691,0
0.5625,0.49950159,1
0.5625,0.49950159,0
0.56640625,0.49950659,1
0.56640625,0.49950659,0
0.5703125,0.49951187,1
0.5703125,0.49951187,0
0.57421875,0.49951741,1
0.57421875,0.49951741,0
0.578125,0.49952325,1
0.578125,0.49952325,0
0.58203125,0.49952939,1
0.58203125,0.49952939,0
0.5859375,0.49953577,1
0.5859375,0.49953577,0
0.58984375,0.49954244,1
0.58984375,0.49954244,0
0.59375,0.49954942,1
0.59375,0.49954942,0
0.59765625,0.49955663,1
0.59765625,0.49955663,0
0.6015625,0.49956411,1
0.6015625,0.49956411,0
0.60546875,0.49957186,1
0.60546875,0.49957186,0
0.609375,0.49957985,1
0.609375,0.49957985,0
0.61328125,0.4995881,1
0.61328125,0.4995881,0
0.6171875,0.4995966,1
0.6171875,0.4995966,0
0.62109375,0.49960536,1
0.62109375,0.49960536,0
0.625,0.49961436,1
0.625,0.49961436,0
0.62890625,0.4996236,1
0.62890625,0.4996236,0
0.6328125,0.49963304,1
0.6328125,0.49963304,0
0.63671875,0.49964276,1
0.63671875,0.49964276,0
0.640625,0.49965268,1
0.640625,0.49965268,0
0.64453125,0.49966282,1
0.64453125,0.49966282,0
0.6484375,0.49967316,1
0.6484375,0.49967316,0
0.65234375,0.49968374,1
0.65234375,0.49968374,0
0.65625,0.4996945,1
0.65625,0.4996945,0
0.66015625,0.49970549,1
0.66015625,0.49970549,0
0.6640625,0.49971664,1
0.6640625,0.49971664,0
0.66796875,0.49972799,1
0.66796875,0.49972799,0
0.671875,0.49973956,1
0.671875,0.49973956,0
0.67578125,0.49975127,1
0.67578125,0.49975127,0
0.6796875,0.49976316,1
0.6796875,0.49976316,0
0.68359375,0.49977523,1
0.68359375,0.49977523,0
0.6875,0.49978745,1
0.6875,0.49978745,0
0.69140625,0.49979982,1
0.69140625,0.49979982,0
0.6953125,0.49981236,1
0.6953125,0.49981236,0
0.69921875,0.49982503,1
0.69921875,0.49982503,0
0.703125,0.49983785,1
0.703125,0.49983785,0
0.70703125,0.49985078,1
0.70703125,0.49985078,0
0.7109375,0.49986386,1
0.7109375,0.49986386,0
0.71484375,0.49987704,1
0.71484375,0.49987704,0
0.71875,0.49989033,1
0.71875,0.49989033,0
0.72265625,0.49990374,1
0.72265625,0.49990374,0
0.7265625,0.49991724,1
0.7265625,0.49991724,0
0.73046875,0.49993086,1
0.73046875,0.49993086,0
0.734375,0.49994454,1
0.734375,0.49994454,0
0.73828125,0.49995828,1
0.73828125,0.49995828,0
0.7421875,0.49997213,1
0.7421875,0.49997213,0
0.74609375,0.49998602,1
0.74609375,0.49998602,0
0.75,0.5,1
0.75,0.5,0
0.75000006,0.5,0
0.75000006,0.5,1
0,0.50053751,1
0.00390625,0.50053734,1
0,0.50053751,0
0.00390625,0.50053734,0
0.0078125,0.50053692,1
0.0078125,0.50053692,0
0.01171875,0.50053614,1
0.01171875,0.50053614,0
0.015625,0.50053507,1
0.015625,0.50053507,0
0.01953125,0.50053364,1
0.01953125,0.50053364,0
0.0234375,0.50053197,1
0.0234375,0.50053197,0
0.02734375,0.50052994,1
0.02734375,0.50052994,0
0.03125,0.50052768,1
0.03125,0.50052768,0
0.03515625,0.50052506,1
0.03515625,0.50052506,0
0.0390625,0.50052214,1
0.0390625,0.50052214,0
0.04296875,0.50051892,1
0.04296875,0.50051892,0
0.046875,0.5005154,1
0.046875,0.5005154,0
0.05078125,0.50051159,1
0.05078125,0.50051159,0
0.0546875,0.50050747,1
0.0546875,0.50050747,0
0.05859375,0.50050312,1
0.05859375,0.50050312,0
0.0625,0.50049841,1
0.0625,0.50049841,0
0.06640625,0.50049341,1
0.06640625,0.50049341,0
0.0703125,0.50048816,1
0.0703125,0.50048816,0
0.07421875,0.50048256,1
0.07421875,0.50048256,0
0.078125,0.50047672,1
0.078125,0.50047672,0
0.08203125,0.50047064,1
0.08203125,0.50047064,0
0.0859375,0.5004642,1
0.0859375,0.5004642,0
0.08984375,0.50045753,1
0.08984375,0.50045753,0
0.09375,0.50045061,1
0.09375,0.50045061,0
0.09765625,0.5004434,1
0.09765625,0.5004434,0
0.1015625,0.50043589,1
0.1015625,0.50043589,0
0.10546875,0.50042814,1
0.10546875,0.50042814,0
0.109375,0.50042015,1
0.109375,0.50042015,0
0.11328125,0.50041187,1
0.11328125,0.50041187,0
0.1171875,0.5004034,1
0.1171875,0.5004034,0
0.12109375,0.50039464,1
0.12109375,0.50039464,0
0.125,0.50038564,1
0.125,0.50038564,0
0.12890625,0.5003764,1
0.12890625,0.5003764,0
0.1328125,0.50036693,1
0.1328125,0.50036693,0
0.13671875,0.50035727,1
0.13671875,0.50035727,0
0.140625,0.50034732,1
0.140625,0.50034732,0
0.14453125,0.50033718,1
0.14453125,0.50033718,0
0.1484375,0.50032681,1
0.1484375,0.50032681,0
0.15234375,0.50031626,1
0.15234375,0.50031626,0
0.15625,0.50030547,1
0.15625,0.50030547,0
0.16015625,0.50029451,1
0.16015625,0.50029451,0
0.1640625,0.50028336,1
0.1640625,0.50028336,0
0.16796875,0.50027198,1
0.16796875,0.50027198,0
0.171875,0.50026047,1
0.171875,0.50026047,0
0.17578125,0.50024873,1
0.17578125,0.50024873,0
0.1796875,0.50023681,1
0.1796875,0.50023681,0
0.18359375,0.50022477,1
0.18359375,0.50022477,0
0.1875,0.50021255,1
0.1875,0.50021255,0
0.19140625,0.50020015,1
0.19140625,0.50020015,0
0.1953125,0.50018764,1
0.1953125,0.50018764,0
0.19921875,0.50017494,1
0.19921875,0.50017494,0
0.203125,0.50016212,1
0.203125,0.50016212,0
0.20703125,0.50014919,1
0.20703125,0.50014919,0
0.2109375,0.50013614,1
0.2109375,0.50013614,0
0.21484375,0.50012296,1
0.21484375,0.50012296,0
0.21875,0.50010967,1
0.21875,0.50010967,0
0.22265625,0.50009626,1
0.22265625,0.50009626,0
0.2265625,0.50008273,1
0.2265625,0.50008273,0
0.23046875,0.50006914,1
0.23046875,0.50006914,0
0.234375,0.50005549,1
0.234375,0.50005549,0
0.23828125,0.50004172,1
0.23828125,0.50004172,0
0.2421875,0.50002789,1
0.2421875,0.50002789,0
0.24609375,0.50001395,1
0.24609375,0.50001395,0
0.75390625,0.50001395,1
0.75390625,0.50001395,0
0.7578125,0.50002789,1
0.7578125,0.50002789,0
0.76171875,0.50004172,1
0.76171875,0.50004172,0
