"Points:0","Points:1","Points:2"
0,0.49779379,1
0.00390625,0.49779442,1
0,0.49779379,0
0.00390625,0.49779442,0
0.0078125,0.49779627,1
0.0078125,0.49779627,0
0.01171875,0.49779934,1
0.01171875,0.49779934,0
0.015625,0.49780366,1
0.015625,0.49780366,0
0.01953125,0.49780923,1
0.01953125,0.49780923,0
0.0234375,0.497816,1
0.0234375,0.497816,0
0.02734375,0.49782401,1
0.02734375,0.49782401,0
0.03125,0.49783322,1
0.03125,0.49783322,0
0.03515625,0.49784365,1
0.03515625,0.49784365,0
0.0390625,0.49785531,1
0.0390625,0.49785531,0
0.04296875,0.49786815,1
0.04296875,0.49786815,0
0.046875,0.49788219,1
0.046875,0.49788219,0
0.05078125,0.49789742,1
0.05078125,0.49789742,0
0.0546875,0.49791384,1
0.0546875,0.49791384,0
0.05859375,0.49793142,1
0.05859375,0.49793142,0
0.0625,0.49795017,1
0.0625,0.49795017,0
0.06640625,0.49797007,1
0.06640625,0.49797007,0
0.0703125,0.49799111,1
0.0703125,0.49799111,0
0.07421875,0.49801329,1
0.07421875,0.49801329,0
0.078125,0.49803659,1
0.078125,0.49803659,0
0.08203125,0.498061,1
0.08203125,0.498061,0
0.0859375,0.49808651,1
0.0859375,0.49808651,0
0.08984375,0.4981131,1
0.08984375,0.4981131,0
0.09375,0.49814078,1
0.09375,0.49814078,0
0.09765625,0.49816951,1
0.09765625,0.49816951,0
0.1015625,0.49819931,1
0.1015625,0.49819931,0
0.10546875,0.49823013,1
0.10546875,0.49823013,0
0.109375,0.49826199,1
0.109375,0.49826199,0
0.11328125,0.49829486,1
0.11328125,0.49829486,0
0.1171875,0.49832872,1
0.1171875,0.49832872,0
0.12109375,0.49836355,1
0.12109375,0.49836355,0
0.125,0.49839938,1
0.125,0.49839938,0
0.12890625,0.49843618,1
0.12890625,0.49843618,0
0.1328125,0.49847391,1
0.1328125,0.49847391,0
0.13671875,0.49851257,1
0.13671875,0.49851257,0
0.140625,0.49855217,1
0.140625,0.49855217,0
0.14453125,0.49859264,1
0.14453125,0.49859264,0
0.1484375,0.49863404,1
0.1484375,0.49863404,0
0.15234375,0.49867633,1
0.15234375,0.49867633,0
0.15625,0.49871945,1
0.15625,0.49871945,0
0.16015625,0.49876347,1
0.16015625,0.49876347,0
0.1640625,0.49880832,1
0.1640625,0.49880832,0
0.16796875,0.49885401,1
0.16796875,0.49885401,0
0.171875,0.49890053,1
0.171875,0.49890053,0
0.17578125,0.49894789,1
0.17578125,0.49894789,0
