"Points:0","Points:1","Points:2"
0.47999999,1.8666601,0
0.47999999,1.8666601,1
0.47994402,1.8666667,1
0.47994402,1.8666667,0
0.48666668,1.8661125,1
0.48666668,1.8661125,0
0.49333334,1.8657842,1
0.49333334,1.8657842,0
0.5,1.8656746,1
0.5,1.8656746,0
0.50666666,1.8657842,1
0.50666666,1.8657842,0
0.51333332,1.8661125,1
0.51333332,1.8661125,0
0.51999998,1.8666601,1
0.51999998,1.8666601,0
0.52005595,1.8666667,0
0.52005595,1.8666667,1
0.44666666,1.872677,0
0.44666666,1.872677,1
0.44433767,1.8733333,1
0.44433767,1.8733333,0
0.45333335,1.87106,1
0.45333335,1.87106,0
0.46000001,1.8696294,1
0.46000001,1.8696294,0
0.46666667,1.8684177,1
0.46666667,1.8684177,0
0.47333333,1.8674283,1
0.47333333,1.8674283,0
0.52666664,1.8674283,1
0.52666664,1.8674283,0
0.53333336,1.8684177,1
0.53333336,1.8684177,0
0.54000002,1.8696294,1
0.54000002,1.8696294,0
0.54666668,1.87106,1
0.54666668,1.87106,0
0.55333334,1.872677,1
0.55333334,1.872677,0
0.55566233,1.8733333,0
0.55566233,1.8733333,1
0.42666668,1.878866,0
0.42666668,1.878866,1
0.42370784,1.88,1
0.42370784,1.88,0
0.43333334,1.8765818,1
0.43333334,1.8765818,0
0.44,1.8745347,1
0.44,1.8745347,0
0.56,1.8745347,1
0.56,1.8745347,0
0.56666666,1.8765818,1
0.56666666,1.8765818,0
0.57333332,1.878866,1
0.57333332,1.878866,0
0.57629216,1.88,0
0.57629216,1.88,1
0.41333333,1.8840522,0
0.41333333,1.8840522,1
0.40740421,1.8866667,1
0.40740421,1.8866667,0
0.41999999,1.8814082,1
0.41999999,1.8814082,0
0.57999998,1.8814082,1
0.57999998,1.8814082,0
0.58666664,1.8840522,1
0.58666664,1.8840522,0
0.59259576,1.8866667,0
0.59259576,1.8866667,1
0.40000001,1.8900961,0
0.40000001,1.8900961,1
0.3934741,1.8933333,1
0.3934741,1.8933333,0
0.40666667,1.887024,1
0.40666667,1.887024,0
0.5933333,1.887024,1
0.5933333,1.887024,0
0.60000002,1.8900961,1
0.60000002,1.8900961,0
0.6065259,1.8933333,0
0.6065259,1.8933333,1
0.38666666,1.896912,0
0.38666666,1.896912,1
0.38111085,1.9,1
0.38111085,1.9,0
0.39333335,1.8934131,1
0.39333335,1.8934131,0
0.60666668,1.8934131,1
0.60666668,1.8934131,0
0.61333334,1.896912,1
0.61333334,1.896912,0
0.61888915,1.9,0
0.61888915,1.9,1
