0.014142136,-0.0999664
0.028284271,-0.100135
0.042426407,-0.100414
0.056568542,-0.100804
0.070710678,-0.101304
0.084852814,-0.101915
0.098994949,-0.102637
0.113137085,-0.103469
0.127279221,-0.104398
0.141421356,-0.105437
0.155563492,-0.106591
0.169705627,-0.10786
0.183847763,-0.109245
0.197989899,-0.110737
0.212132034,-0.112327
0.22627417,-0.11404
0.240416306,-0.115876
0.254558441,-0.117817
0.268700577,-0.119862
0.282842712,-0.122039
0.296984848,-0.124332
0.311126984,-0.126722
0.325269119,-0.129252
0.339411255,-0.131884
0.353553391,-0.134636
0.367695526,-0.137523
0.381837662,-0.140498
0.395979797,-0.14363
0.410121933,-0.146839
0.424264069,-0.150209
0.438406204,-0.153656
0.45254834,-0.157268
0.466690476,-0.160951
0.480832611,-0.164788
0.494974747,-0.168725
0.509116882,-0.172781
0.523259018,-0.17698
0.537401154,-0.18125
0.551543289,-0.185661
0.565685425,-0.1902
0.579827561,-0.194813
0.593969696,-0.199556
0.608111832,-0.20443
0.622253967,-0.209381
0.636396103,-0.214435
0.650538239,-0.219607
0.664680374,-0.224894
0.67882251,-0.230272
0.692964646,-0.235726
0.707106781,-0.241283
0.721248917,-0.246939
0.735391052,-0.252692
0.749533188,-0.258537
0.763675324,-0.264472
0.777817459,-0.270476
0.791959595,-0.276552
0.806101731,-0.28271
0.820243866,-0.288945
0.834386002,-0.295257
0.848528137,-0.30164
0.862670273,-0.308092
0.876812409,-0.314611
0.890954544,-0.321193
0.90509668,-0.327837
0.919238816,-0.334539
0.933380951,-0.341297
0.947523087,-0.348109
0.961665222,-0.354973
0.975807358,-0.361885
0.989949494,-0.368844
1.004091629,-0.375848
1.018233765,-0.382895
1.032375901,-0.389983
1.046518036,-0.397109
1.060660172,-0.404271
1.074802307,-0.411464
1.088944443,-0.418673
1.103086579,-0.425912
1.117228714,-0.433179
1.13137085,-0.440472
1.145512986,-0.447789
1.159655121,-0.455127
1.173797257,-0.462486
1.187939392,-0.469862
1.202081528,-0.477253
1.216223664,-0.484658
1.230365799,-0.492058
1.244507935,-0.49946
1.258650071,-0.506868
1.272792206,-0.514278
1.286934342,-0.52169
1.301076477,-0.529099
1.315218613,-0.536504
1.329360749,-0.543901
1.343502884,-0.551287
1.35764502,-0.558657
1.371787156,-0.565996
1.385929291,-0.57332
1.400071427,-0.580628
1.414213562,-0.587919
1.428355698,-0.59519
1.442497834,-0.60244
1.456639969,-0.609669
1.470782105,-0.616875
1.48492424,-0.624057
1.499066376,-0.631215
1.513208512,-0.638347
1.527350647,-0.645454
1.541492783,-0.652524
1.555634919,-0.65957
1.569777054,-0.66659
1.58391919,-0.673588
1.598061325,-0.68056
1.612203461,-0.687509
1.626345597,-0.694435
1.640487732,-0.70134
1.654629868,-0.708224
1.668772004,-0.715089
1.682914139,-0.721935
1.697056275,-0.728766
1.71119841,-0.735584
1.725340546,-0.74239
1.739482682,-0.749186
1.753624817,-0.755976
1.767766953,-0.762761
1.781909089,-0.769541
1.796051224,-0.77632
1.81019336,-0.783096
1.824335495,-0.789871
1.838477631,-0.796642
1.852619767,-0.803407
1.866761902,-0.810166
1.880904038,-0.816916
1.895046174,-0.823655
1.909188309,-0.83038
1.923330445,-0.837091
1.93747258,-0.843788
1.951614716,-0.850471
1.965756852,-0.85714
1.979898987,-0.863794
1.994041123,-0.870437
2.008183259,-0.877074
2.022325394,-0.883708
2.03646753,-0.89034
2.050609665,-0.896973
2.064751801,-0.903611
2.078893937,-0.910259
2.093036072,-0.916919
2.107178208,-0.923593
2.121320344,-0.930282
2.135462479,-0.93699
2.149604615,-0.943717
2.16374675,-0.950468
2.177888886,-0.957244
2.192031022,-0.964041
2.206173157,-0.970865
2.220315293,-0.977715
2.234457429,-0.984592
2.248599564,-0.991499
2.2627417,-0.998434
2.276883835,-1.0054
2.291025971,-1.01239
2.305168107,-1.01942
2.319310242,-1.02647
2.333452378,-1.03356
2.347594514,-1.04066
2.361736649,-1.0478
2.375878785,-1.05498
2.39002092,-1.06219
2.404163056,-1.06943
2.418305192,-1.07672
2.432447327,-1.08403
2.446589463,-1.09139
2.460731599,-1.09878
2.474873734,-1.10621
2.48901587,-1.11368
2.503158005,-1.12117
