"Points:0","Points:1","Points:2"
0.47333333,1.5660647,0
0.47333333,1.5660647,1
0.46901768,1.5666667,1
0.46901768,1.5666667,0
0.47999999,1.5653237,1
0.47999999,1.5653237,0
0.48666668,1.5647746,1
0.48666668,1.5647746,0
0.49333334,1.5644335,1
0.49333334,1.5644335,0
0.5,1.564317,1
0.5,1.564317,0
0.50666666,1.5644335,1
0.50666666,1.5644335,0
0.51333332,1.5647746,1
0.51333332,1.5647746,0
0.51999998,1.5653237,1
0.51999998,1.5653237,0
0.52666664,1.5660647,1
0.52666664,1.5660647,0
0.53098232,1.5666667,0
0.53098232,1.5666667,1
0.44,1.5724659,0
0.44,1.5724659,1
0.43688273,1.5733334,1
0.43688273,1.5733334,0
0.44666666,1.5708379,1
0.44666666,1.5708379,0
0.45333335,1.5693783,1
0.45333335,1.5693783,0
0.46000001,1.5680978,1
0.46000001,1.5680978,0
0.46666667,1.5669992,1
0.46666667,1.5669992,0
0.53333336,1.5669992,1
0.53333336,1.5669992,0
0.54000002,1.5680978,1
0.54000002,1.5680978,0
0.54666668,1.5693783,1
0.54666668,1.5693783,0
0.55333334,1.5708379,1
0.55333334,1.5708379,0
0.56,1.5724659,1
0.56,1.5724659,0
0.56311727,1.5733334,0
0.56311727,1.5733334,1
0.41999999,1.578491,0
0.41999999,1.578491,1
0.41585511,1.58,1
0.41585511,1.58,0
0.42666668,1.576306,1
0.42666668,1.576306,0
0.43333334,1.57432,1
0.43333334,1.57432,0
0.56666666,1.57432,1
0.56666666,1.57432,0
0.57333332,1.576306,1
0.57333332,1.576306,0
0.57999998,1.578491,1
0.57999998,1.578491,0
0.58414483,1.58,0
0.58414483,1.58,1
0.40000001,1.5862874,0
0.40000001,1.5862874,1
0.39923748,1.5866667,1
0.39923748,1.5866667,0
0.40666667,1.5835025,1
0.40666667,1.5835025,0
0.41333333,1.5809423,1
0.41333333,1.5809423,0
0.58666664,1.5809423,1
0.58666664,1.5809423,0
0.5933333,1.5835025,1
0.5933333,1.5835025,0
0.60000002,1.5862874,1
0.60000002,1.5862874,0
0.60076255,1.5866667,0
0.60076255,1.5866667,1
0.38666666,1.5925527,0
0.38666666,1.5925527,1
0.38530052,1.5933334,1
0.38530052,1.5933334,0
0.39333335,1.589357,1
0.39333335,1.589357,0
0.60666668,1.589357,1
0.60666668,1.589357,0
0.61333334,1.5925527,1
0.61333334,1.5925527,0
0.61469948,1.5933334,0
0.61469948,1.5933334,1
0.37333333,1.5998553,0
0.37333333,1.5998553,1
0.37311995,1.6,1
0.37311995,1.6,0
0.38,1.5961384,1
0.38,1.5961384,0
0.62,1.5961384,1
0.62,1.5961384,0
0.62666667,1.5998553,1
0.62666667,1.5998553,0
0.62688005,1.6,0
0.62688005,1.6,1
0.36666667,1.603852,0
0.36666667,1.603852,1
0.36239064,1.6066667,1
0.36239064,1.6066667,0
0.63333333,1.603852,1
0.63333333,1.603852,0
