"Points:0","Points:1","Points:2"
0,0.49990726,1
0.0078125,0.49990734,1
0,0.49990726,0
0.0078125,0.49990734,0
0.015625,0.49990767,1
0.015625,0.49990767,0
0.0234375,0.49990821,1
0.0234375,0.49990821,0
0.03125,0.49990898,1
0.03125,0.49990898,0
0.0390625,0.49990994,1
0.0390625,0.49990994,0
0.046875,0.49991113,1
0.046875,0.49991113,0
0.0546875,0.4999125,1
0.0546875,0.4999125,0
0.0625,0.49991411,1
0.0625,0.49991411,0
0.0703125,0.4999159,1
0.0703125,0.4999159,0
0.078125,0.49991789,1
0.078125,0.49991789,0
0.0859375,0.4999201,1
0.0859375,0.4999201,0
0.09375,0.49992248,1
0.09375,0.49992248,0
0.1015625,0.49992508,1
0.1015625,0.49992508,0
0.109375,0.49992785,1
0.109375,0.49992785,0
0.1171875,0.49993077,1
0.1171875,0.49993077,0
0.125,0.4999339,1
0.125,0.4999339,0
0.1328125,0.49993715,1
0.1328125,0.49993715,0
0.140625,0.49994057,1
0.140625,0.49994057,0
0.1484375,0.49994418,1
0.1484375,0.49994418,0
0.15625,0.49994788,1
0.15625,0.49994788,0
0.1640625,0.49995175,1
0.1640625,0.49995175,0
0.171875,0.49995571,1
0.171875,0.49995571,0
0.1796875,0.4999598,1
0.1796875,0.4999598,0
0.1875,0.499964,1
0.1875,0.499964,0
0.1953125,0.49996829,1
0.1953125,0.49996829,0
0.203125,0.49997267,1
0.203125,0.49997267,0
0.2109375,0.49997711,1
0.2109375,0.49997711,0
0.21875,0.49998161,1
0.21875,0.49998161,0
0.2265625,0.49998617,1
0.2265625,0.49998617,0
0.234375,0.49999076,1
0.234375,0.49999076,0
0.2421875,0.49999538,1
0.2421875,0.49999538,0
0.25,0.5,1
0.25,0.5,0
0.25000077,0.5,0
0.25000077,0.5,1
0.75,0.5,0
0.74999923,0.5,1
0.75,0.5,1
0.74999923,0.5,0
0.7578125,0.49999538,1
0.7578125,0.49999538,0
0.765625,0.49999076,1
0.765625,0.49999076,0
0.7734375,0.49998617,1
0.7734375,0.49998617,0
0.78125,0.49998161,1
0.78125,0.49998161,0
0.7890625,0.49997711,1
0.7890625,0.49997711,0
0.796875,0.49997267,1
0.796875,0.49997267,0
0.8046875,0.49996829,1
0.8046875,0.49996829,0
0.8125,0.499964,1
0.8125,0.499964,0
0.8203125,0.4999598,1
0.8203125,0.4999598,0
0.828125,0.49995571,1
0.828125,0.49995571,0
0.8359375,0.49995175,1
0.8359375,0.49995175,0
0.84375,0.49994788,1
0.84375,0.49994788,0
0.8515625,0.49994418,1
0.8515625,0.49994418,0
0.859375,0.49994057,1
0.859375,0.49994057,0
0.8671875,0.49993715,1
0.8671875,0.49993715,0
0.875,0.4999339,1
0.875,0.4999339,0
0.8828125,0.49993077,1
0.8828125,0.49993077,0
0.890625,0.49992785,1
0.890625,0.49992785,0
0.8984375,0.49992508,1
0.8984375,0.49992508,0
0.90625,0.49992248,1
0.90625,0.49992248,0
0.9140625,0.4999201,1
0.9140625,0.4999201,0
0.921875,0.49991789,1
0.921875,0.49991789,0
0.9296875,0.4999159,1
0.9296875,0.4999159,0
0.9375,0.49991411,1
0.9375,0.49991411,0
0.9453125,0.4999125,1
0.9453125,0.4999125,0
0.953125,0.49991113,1
0.953125,0.49991113,0
0.9609375,0.49990994,1
0.9609375,0.49990994,0
0.96875,0.49990898,1
0.96875,0.49990898,0
0.9765625,0.49990821,1
0.9765625,0.49990821,0
0.984375,0.49990767,1
0.984375,0.49990767,0
0.9921875,0.49990734,1
0.9921875,0.49990734,0
1,0.49990726,1
1,0.49990726,0
0.2578125,0.50000465,1
0.2578125,0.50000465,0
0.265625,0.50000924,1
0.265625,0.50000924,0
0.2734375,0.50001383,1
0.2734375,0.50001383,0
0.28125,0.50001842,1
0.28125,0.50001842,0
0.2890625,0.50002289,1
0.2890625,0.50002289,0
0.296875,0.50002736,1
0.296875,0.50002736,0
0.3046875,0.50003171,1
0.3046875,0.50003171,0
0.3125,0.500036,1
0.3125,0.500036,0
0.3203125,0.50004017,1
0.3203125,0.50004017,0
0.328125,0.50004429,1
0.328125,0.50004429,0
0.3359375,0.50004828,1
0.3359375,0.50004828,0
0.34375,0.50005209,1
0.34375,0.50005209,0
0.3515625,0.50005585,1
0.3515625,0.50005585,0
0.359375,0.50005943,1
0.359375,0.50005943,0
0.3671875,0.50006282,1
0.3671875,0.50006282,0
0.375,0.5000661,1
0.375,0.5000661,0
0.3828125,0.5000692,1
0.3828125,0.5000692,0
0.390625,0.50007218,1
0.390625,0.50007218,0
0.3984375,0.50007492,1
0.3984375,0.50007492,0
0.40625,0.50007749,1
0.40625,0.50007749,0
0.4140625,0.50007987,1
0.4140625,0.50007987,0
0.421875,0.50008208,1
0.421875,0.50008208,0
0.4296875,0.5000841,1
0.4296875,0.5000841,0
0.4375,0.50008589,1
0.4375,0.50008589,0
0.4453125,0.5000875,1
0.4453125,0.5000875,0
0.453125,0.50008887,1
0.453125,0.50008887,0
0.4609375,0.50009006,1
0.4609375,0.50009006,0
0.46875,0.50009102,1
0.46875,0.50009102,0
0.4765625,0.50009179,1
0.4765625,0.50009179,0
0.484375,0.50009233,1
0.484375,0.50009233,0
0.4921875,0.50009263,1
0.4921875,0.50009263,0
0.5,0.50009274,1
0.5,0.50009274,0
0.5078125,0.50009263,1
0.5078125,0.50009263,0
0.515625,0.50009233,1
0.515625,0.50009233,0
0.5234375,0.50009179,1
0.5234375,0.50009179,0
0.53125,0.50009102,1
0.53125,0.50009102,0
0.5390625,0.50009006,1
0.5390625,0.50009006,0
0.546875,0.50008887,1
0.546875,0.50008887,0
0.5546875,0.5000875,1
0.5546875,0.5000875,0
0.5625,0.50008589,1
0.5625,0.50008589,0
0.5703125,0.5000841,1
0.5703125,0.5000841,0
0.578125,0.50008208,1
0.578125,0.50008208,0
0.5859375,0.50007987,1
0.5859375,0.50007987,0
0.59375,0.50007749,1
0.59375,0.50007749,0
0.6015625,0.50007492,1
0.6015625,0.50007492,0
0.609375,0.50007218,1
0.609375,0.50007218,0
0.6171875,0.5000692,1
0.6171875,0.5000692,0
0.625,0.5000661,1
0.625,0.5000661,0
0.6328125,0.50006282,1
0.6328125,0.50006282,0
0.640625,0.50005943,1
0.640625,0.50005943,0
0.6484375,0.50005585,1
0.6484375,0.50005585,0
0.65625,0.50005209,1
0.65625,0.50005209,0
0.6640625,0.50004828,1
0.6640625,0.50004828,0
0.671875,0.50004429,1
0.671875,0.50004429,0
0.6796875,0.50004017,1
0.6796875,0.50004017,0
0.6875,0.500036,1
0.6875,0.500036,0
0.6953125,0.50003171,1
0.6953125,0.50003171,0
0.703125,0.50002736,1
0.703125,0.50002736,0
0.7109375,0.50002289,1
0.7109375,0.50002289,0
0.71875,0.50001842,1
0.71875,0.50001842,0
0.7265625,0.50001383,1
0.7265625,0.50001383,0
0.734375,0.50000924,1
0.734375,0.50000924,0
0.7421875,0.50000465,1
0.7421875,0.50000465,0
