0.006	0.00997332
0.009	0.00997268
0.012	0.00997201
0.015	0.0099713
0.018	0.00997054
0.021	0.00996973
0.024	0.00996886
0.027	0.00996794
0.03	0.00996695
0.033	0.00996591
0.036	0.0099648
0.039	0.00996363
0.042	0.00996239
0.045	0.00996108
0.048	0.0099597
0.051	0.00995825
0.054	0.00995672
0.057	0.00995513
0.06	0.00995345
0.063	0.0099517
0.066	0.00994987
0.069	0.00994797
0.072	0.00994598
0.075	0.00994392
0.078	0.00994178
0.081	0.00993956
0.084	0.00993726
0.087	0.00993487
0.09	0.00993241
0.093	0.00992986
0.096	0.00992723
0.099	0.00992452
0.102	0.00992172
0.105	0.00991885
0.108	0.00991589
0.111	0.00991284
0.114	0.00990972
0.117	0.00990651
0.12	0.00990322
0.123	0.00989984
0.126	0.00989638
0.129	0.00989284
0.132	0.00988921
0.135	0.00988551
0.138	0.00988171
0.141	0.00987784
0.144	0.00987388
0.147	0.00986984
0.15	0.00986571
0.153	0.00986151
0.156	0.00985722
0.159	0.00985285
0.162	0.0098484
0.165	0.00984387
0.168	0.00983926
0.171	0.00983457
0.174	0.00982981
0.177	0.00982496
0.18	0.00982004
0.183	0.00981505
0.186	0.00980998
0.189	0.00980484
0.192	0.00979962
0.195	0.00979434
0.198	0.00978898
0.201	0.00978356
0.204	0.00977807
0.207	0.00977251
0.21	0.00976689
0.213	0.00976119
0.216	0.00975544
0.219	0.00974961
0.222	0.00974372
0.225	0.00973776
0.228	0.00973173
0.231	0.00972563
0.234	0.00971946
0.237	0.00971322
0.24	0.0097069
0.243	0.00970051
0.246	0.00969404
0.249	0.00968748
0.252	0.00968085
0.255	0.00967413
0.258	0.00966733
0.261	0.00966045
0.264	0.00965347
0.267	0.00964642
0.27	0.00963927
0.273	0.00963204
0.276	0.00962473
0.279	0.00961733
0.282	0.00960985
0.285	0.00960229
0.288	0.00959465
0.291	0.00958693
0.294	0.00957914
0.297	0.00957127
0.3	0.00956333
0.303	0.00955533
0.306	0.00954726
0.309	0.00953912
0.312	0.00953092
0.315	0.00952267
0.318	0.00951435
0.321	0.00950598
0.324	0.00949755
0.327	0.00948907
0.33	0.00948053
0.333	0.00947194
0.336	0.00946329
0.339	0.00945459
0.342	0.00944584
0.345	0.00943705
0.348	0.0094282
0.351	0.00941931
0.354	0.00941036
0.357	0.00940135
0.36	0.00939228
0.363	0.00938314
0.366	0.00937395
0.369	0.0093647
0.372	0.0093554
0.375	0.00934603
0.378	0.0093366
0.381	0.00932711
0.384	0.00931755
0.387	0.00930792
0.39	0.00929823
0.393	0.00928847
0.396	0.00927864
0.399	0.00926874
0.402	0.00925877
0.405	0.00924873
0.408	0.00923862
0.411	0.00922843
0.414	0.00921817
0.417	0.00920784
0.42	0.00919743
0.423	0.00918695
0.426	0.00917638
0.429	0.00916575
0.432	0.00915503
0.435	0.00914425
0.438	0.00913338
0.441	0.00912244
0.444	0.00911142
0.447	0.00910032
0.45	0.00908915
0.453	0.0090779
0.456	0.00906658
0.459	0.00905518
0.462	0.0090437
0.465	0.00903215
0.468	0.00902053
0.471	0.00900884
0.474	0.00899707
0.477	0.00898523
0.48	0.00897333
0.483	0.00896135
0.486	0.0089493
0.489	0.00893717
0.492	0.00892498
0.495	0.00891274
0.498	0.00890044
0.501	0.00888809
0.504	0.00887566
0.507	0.00886316
0.51	0.00885058
0.513	0.00883794
0.516	0.00882523
0.519	0.00881247
0.522	0.00879964
0.525	0.00878676
0.528	0.00877381
0.531	0.00876081
0.534	0.00874774
0.537	0.0087346
0.54	0.00872141
0.543	0.00870816
0.546	0.00869484
0.549	0.00868147
0.552	0.00866803
0.555	0.00865453
0.558	0.00864097
0.561	0.00862734
0.564	0.00861366
0.567	0.00859991
0.57	0.00858609
0.573	0.00857222
0.576	0.00855827
0.579	0.00854425
0.582	0.0085302
0.585	0.0085161
0.588	0.00850195
0.591	0.00848773
0.594	0.00847343
0.597	0.00845905
0.6	0.0084446
0.603	0.00843009
0.606	0.00841552
0.609	0.0084009
0.612	0.00838622
0.615	0.00837148
0.618	0.00835669
0.621	0.00834183
0.624	0.00832692
0.627	0.00831195
0.63	0.00829688
0.633	0.00828176
0.636	0.00826662
0.639	0.00825147
0.642	0.00823628
0.645	0.00822102
0.648	0.00820568
0.651	0.00819026
0.654	0.00817478
0.657	0.00815923
0.66	0.00814363
0.663	0.00812792
0.666	0.0081122
0.669	0.00809648
0.672	0.00808066
0.675	0.00806477
0.678	0.00804881
0.681	0.00803283
0.684	0.0080168
0.687	0.00800067
0.69	0.00798445
0.693	0.00796815
0.696	0.00795176
0.699	0.00793532
0.702	0.00791881
0.705	0.00790224
0.708	0.00788562
0.711	0.00786895
0.714	0.00785222
0.717	0.00783543
0.72	0.00781858
0.723	0.00780168
0.726	0.00778473
0.729	0.00776771
0.732	0.00775064
0.735	0.00773351
0.738	0.00771633
0.741	0.00769909
0.744	0.0076818
0.747	0.00766445
0.75	0.00764705
0.753	0.0076296
0.756	0.0076121
0.759	0.00759454
0.762	0.00757693
0.765	0.00755928
0.768	0.00754157
0.771	0.00752382
0.774	0.00750602
0.777	0.00748817
0.78	0.00747028
0.783	0.00745234
0.786	0.00743436
0.789	0.00741633
0.792	0.00739826
0.795	0.00738015
0.798	0.007362
0.801	0.00734381
0.804	0.00732558
0.807	0.00730731
0.81	0.007289
0.813	0.00727065
0.816	0.00725227
