"Points:0","Points:1","Points:2"
0.25,0.5,0
0.24999891,0.5,1
0.25,0.5,1
0.24999891,0.5,0
0.265625,0.49997306,1
0.265625,0.49997306,0
0.28125,0.49994639,1
0.28125,0.49994639,0
0.296875,0.49992025,1
0.296875,0.49992025,0
0.3125,0.49989486,1
0.3125,0.49989486,0
0.328125,0.49987045,1
0.328125,0.49987045,0
0.34375,0.49984729,1
0.34375,0.49984729,0
0.359375,0.4998256,1
0.359375,0.4998256,0
0.375,0.49980557,1
0.375,0.49980557,0
0.390625,0.49978739,1
0.390625,0.49978739,0
0.40625,0.49977127,1
0.40625,0.49977127,0
0.421875,0.49975732,1
0.421875,0.49975732,0
0.4375,0.49974573,1
0.4375,0.49974573,0
0.453125,0.49973661,1
0.453125,0.49973661,0
0.46875,0.49973002,1
0.46875,0.49973002,0
0.484375,0.49972603,1
0.484375,0.49972603,0
0.5,0.49972469,1
0.5,0.49972469,0
0.515625,0.49972603,1
0.515625,0.49972603,0
0.53125,0.49973002,1
0.53125,0.49973002,0
0.546875,0.49973661,1
0.546875,0.49973661,0
0.5625,0.49974573,1
0.5625,0.49974573,0
0.578125,0.49975732,1
0.578125,0.49975732,0
0.59375,0.49977127,1
0.59375,0.49977127,0
0.609375,0.49978739,1
0.609375,0.49978739,0
0.625,0.49980557,1
0.625,0.49980557,0
0.640625,0.4998256,1
0.640625,0.4998256,0
0.65625,0.49984729,1
0.65625,0.49984729,0
0.671875,0.49987045,1
0.671875,0.49987045,0
0.6875,0.49989486,1
0.6875,0.49989486,0
0.703125,0.49992025,1
0.703125,0.49992025,0
0.71875,0.49994639,1
0.71875,0.49994639,0
0.734375,0.49997306,1
0.734375,0.49997306,0
0.75,0.5,0
0.75,0.5,1
0,0.50027531,1
0.015625,0.50027394,1
0,0.50027531,0
0.015625,0.50027394,0
0.03125,0.50027001,1
0.03125,0.50027001,0
0.046875,0.50026339,1
0.046875,0.50026339,0
0.0625,0.50025427,1
0.0625,0.50025427,0
0.078125,0.50024265,1
0.078125,0.50024265,0
0.09375,0.50022876,1
0.09375,0.50022876,0
0.109375,0.50021261,1
0.109375,0.50021261,0
0.125,0.50019443,1
0.125,0.50019443,0
0.140625,0.5001744,1
0.140625,0.5001744,0
0.15625,0.50015271,1
0.15625,0.50015271,0
0.171875,0.50012952,1
0.171875,0.50012952,0
0.1875,0.50010514,1
0.1875,0.50010514,0
0.203125,0.50007975,1
0.203125,0.50007975,0
0.21875,0.50005358,1
0.21875,0.50005358,0
0.234375,0.50002694,1
0.234375,0.50002694,0
0.765625,0.50002694,1
0.765625,0.50002694,0
0.78125,0.50005358,1
0.78125,0.50005358,0
0.796875,0.50007975,1
0.796875,0.50007975,0
0.8125,0.50010514,1
0.8125,0.50010514,0
0.828125,0.50012952,1
0.828125,0.50012952,0
0.84375,0.50015271,1
0.84375,0.50015271,0
0.859375,0.5001744,1
0.859375,0.5001744,0
0.875,0.50019443,1
0.875,0.50019443,0
0.890625,0.50021261,1
0.890625,0.50021261,0
0.90625,0.50022876,1
0.90625,0.50022876,0
0.921875,0.50024265,1
0.921875,0.50024265,0
0.9375,0.50025427,1
0.9375,0.50025427,0
0.953125,0.50026339,1
0.953125,0.50026339,0
0.96875,0.50027001,1
0.96875,0.50027001,0
0.984375,0.50027394,1
0.984375,0.50027394,0
1,0.50027531,1
1,0.50027531,0
