"Points:0","Points:1","Points:2"
0.03333334,2.158904,-0.0008333334
0,2.151953,0
0.03333334,2.158904,0.0008333334
0.04379611,2.166667,-0.001094903
0.04379611,2.166667,0.001094903
0.06631292,2.2,0.001657823
0.06631292,2.2,-0.001657823
0.06196028,2.233333,0.001549007
0.06196028,2.233333,-0.001549007
0.03358109,2.266667,0.0008395271
0.03358109,2.266667,-0.0008395271
0.03333334,2.266859,-0.0008333334
0.03333334,2.266859,0.0008333334
0,2.27657,0
1,2.460802,-0.025
0.9707114,2.466667,0.02426779
1,2.460802,0.025
0.9707114,2.466667,-0.02426779
1.033333,2.457659,0.02583333
1.033333,2.457659,-0.02583333
1.066667,2.457773,0.02666667
1.066667,2.457773,-0.02666667
1.1,2.460403,0.0275
1.1,2.460403,-0.0275
1.133333,2.464817,0.02833333
1.133333,2.464817,-0.02833333
1.143809,2.466667,-0.02859522
1.143809,2.466667,0.02859522
0.9,2.490214,-0.0225
0.8792429,2.5,0.02198107
0.9,2.490214,0.0225
0.8792429,2.5,-0.02198107
0.9333333,2.477379,0.02333333
0.9333333,2.477379,-0.02333333
0.9666666,2.46752,0.02416667
0.9666666,2.46752,-0.02416667
1.166667,2.470654,0.02916667
1.166667,2.470654,-0.02916667
1.2,2.477034,0.03
1.2,2.477034,-0.03
1.233333,2.48328,0.03083333
1.233333,2.48328,-0.03083333
1.266667,2.488861,0.03166667
1.266667,2.488861,-0.03166667
1.3,2.49345,0.0325
1.3,2.49345,-0.0325
1.333333,2.496937,0.03333334
1.333333,2.496937,-0.03333334
1.366667,2.499384,0.03416667
1.366667,2.499384,-0.03416667
1.380749,2.5,-0.03451873
1.380749,2.5,0.03451873
1.533333,2.499695,-0.03833333
1.52116,2.5,0.038029
1.533333,2.499695,0.03833333
1.52116,2.5,-0.038029
1.566667,2.498857,0.03916667
1.566667,2.498857,-0.03916667
1.6,2.498163,0.04
1.6,2.498163,-0.04
1.633333,2.497719,0.04083333
1.633333,2.497719,-0.04083333
1.666667,2.497537,0.04166667
1.666667,2.497537,-0.04166667
1.7,2.497565,0.0425
1.7,2.497565,-0.0425
1.733333,2.497723,0.04333333
1.733333,2.497723,-0.04333333
1.766667,2.497939,0.04416667
1.766667,2.497939,-0.04416667
1.8,2.498159,0.045
1.8,2.498159,-0.045
1.833333,2.49835,0.04583333
1.833333,2.49835,-0.04583333
1.866667,2.4985,0.04666667
1.866667,2.4985,-0.04666667
1.9,2.49861,0.0475
1.9,2.49861,-0.0475
1.933333,2.49869,0.04833333
1.933333,2.49869,-0.04833333
1.966667,2.498749,0.04916667
1.966667,2.498749,-0.04916667
2,2.498798,0.05
2,2.498798,-0.05
2.033333,2.498842,0.05083333
2.033333,2.498842,-0.05083333
2.066667,2.498883,0.05166667
2.066667,2.498883,-0.05166667
2.1,2.498925,0.0525
2.1,2.498925,-0.0525
2.133333,2.498967,0.05333333
2.133333,2.498967,-0.05333333
2.166667,2.499007,0.05416667
2.166667,2.499007,-0.05416667
2.2,2.499046,0.055
2.2,2.499046,-0.055
2.233333,2.499082,0.05583333
2.233333,2.499082,-0.05583333
2.266667,2.499116,0.05666667
2.266667,2.499116,-0.05666667
2.3,2.499148,0.0575
