"Points:0","Points:1","Points:2"
0.19198827,0.0071041686,0
0.19119117,0.0071437499,0.0099999998
0.19198827,0.0071041686,0.0099999998
0.19119117,0.0071437499,0
0.19288126,0.0070622265,0.0099999998
0.19288126,0.0070622265,0
0.19377422,0.0070229536,0.0099999998
0.19377422,0.0070229536,0
0.19466719,0.006984931,0.0099999998
0.19466719,0.006984931,0
0.19556016,0.0069476091,0.0099999998
0.19556016,0.0069476091,0
0.19645312,0.0069110557,0.0099999998
0.19645312,0.0069110557,0
0.19734609,0.0068757706,0.0099999998
0.19734609,0.0068757706,0
0.19823906,0.0068425117,0.0099999998
0.19823906,0.0068425117,0
0.19913203,0.0068114134,0.0099999998
0.19913203,0.0068114134,0
0.20002501,0.0067827459,0.0099999998
0.20002501,0.0067827459,0
0.20091797,0.0067570983,0.0099999998
0.20091797,0.0067570983,0
0.20181094,0.0067352499,0.0099999998
0.20181094,0.0067352499,0
0.20270391,0.0067183035,0.0099999998
0.20270391,0.0067183035,0
0.20359688,0.0067072376,0.0099999998
0.20359688,0.0067072376,0
0.20448984,0.0067023966,0.0099999998
0.20448984,0.0067023966,0
0.20538281,0.0067063742,0.0099999998
0.20538281,0.0067063742,0
0.20627578,0.0067197229,0.0099999998
0.20627578,0.0067197229,0
0.20716874,0.0067435233,0.0099999998
0.20716874,0.0067435233,0
0.20806172,0.0067820624,0.0099999998
0.20806172,0.0067820624,0
0.20895469,0.0068361098,0.0099999998
0.20895469,0.0068361098,0
0.20984766,0.0069061262,0.0099999998
0.20984766,0.0069061262,0
0.21074063,0.0069997977,0.0099999998
0.21074063,0.0069997977,0
0.21163359,0.007124343,0.0099999998
0.21163359,0.007124343,0
0.2117421,0.0071437499,0
0.2117421,0.0071437499,0.0099999998
0.17591484,0.0080342432,0
0.17587604,0.0080367187,0.0099999998
0.17591484,0.0080342432,0.0099999998
0.17587604,0.0080367187,0
0.17680781,0.0079780379,0.0099999998
0.17680781,0.0079780379,0
0.17770079,0.0079228748,0.0099999998
0.17770079,0.0079228748,0
0.17859375,0.00786913,0.0099999998
0.17859375,0.00786913,0
0.17948672,0.0078156702,0.0099999998
0.17948672,0.0078156702,0
0.18037969,0.0077616586,0.0099999998
0.18037969,0.0077616586,0
0.18127266,0.0077077169,0.0099999998
0.18127266,0.0077077169,0
0.18216562,0.0076545612,0.0099999998
0.18216562,0.0076545612,0
0.18305859,0.0076012616,0.0099999998
0.18305859,0.0076012616,0
0.18395156,0.0075477702,0.0099999998
0.18395156,0.0075477702,0
0.18484454,0.0074955961,0.0099999998
0.18484454,0.0074955961,0
0.18573751,0.0074441778,0.0099999998
0.18573751,0.0074441778,0
0.18663047,0.0073925368,0.0099999998
0.18663047,0.0073925368,0
0.18752344,0.0073418953,0.0099999998
0.18752344,0.0073418953,0
0.18841641,0.0072923279,0.0099999998
0.18841641,0.0072923279,0
0.18930937,0.00724285,0.0099999998
0.18930937,0.00724285,0
0.19020234,0.007194553,0.0099999998
0.19020234,0.007194553,0
0.19109531,0.0071485578,0.0099999998
0.19109531,0.0071485578,0
0.21252656,0.0072799642,0.0099999998
0.21252656,0.0072799642,0
0.21341953,0.0074614435,0.0099999998
0.21341953,0.0074614435,0
0.21431249,0.0076795323,0.0099999998
0.21431249,0.0076795323,0
0.21520548,0.0079461988,0.0099999998
0.21520548,0.0079461988,0
0.21544898,0.0080367187,0
0.21544898,0.0080367187,0.0099999998
0.16252032,0.0089292303,0
0.1625139,0.0089296876,0.0099999998
0.16252032,0.0089292303,0.0099999998
0.1625139,0.0089296876,0
0.16341329,0.0088658975,0.0099999998
0.16341329,0.0088658975,0
0.16430625,0.0088033741,0.0099999998
0.16430625,0.0088033741,0
0.16519922,0.0087426621,0.0099999998
0.16519922,0.0087426621,0
0.16609219,0.0086830342,0.0099999998
0.16609219,0.0086830342,0
0.16698515,0.0086235693,0.0099999998
0.16698515,0.0086235693,0
0.16787812,0.0085637532,0.0099999998
0.16787812,0.0085637532,0
0.16877109,0.0085037993,0.0099999998
0.16877109,0.0085037993,0
0.16966406,0.0084439535,0.0099999998
0.16966406,0.0084439535,0
0.17055704,0.0083841635,0.0099999998
0.17055704,0.0083841635,0
0.17145,0.0083248317,0.0099999998
0.17145,0.0083248317,0
0.17234297,0.0082661752,0.0099999998
0.17234297,0.0082661752,0
0.17323594,0.0082069878,0.0099999998
0.17323594,0.0082069878,0
0.1741289,0.0081476895,0.0099999998
0.1741289,0.0081476895,0
0.17502187,0.008090415,0.0099999998
0.17502187,0.008090415,0
0.21609844,0.0082694916,0.0099999998
0.21609844,0.0082694916,0
0.21699141,0.0086457552,0.0099999998
0.21699141,0.0086457552,0
0.21751107,0.0089296876,0
0.21751107,0.0089296876,0.0099999998
0.15091172,0.0097780945,0
0.1503174,0.0098226564,0.0099999998
0.15091172,0.0097780945,0.0099999998
0.1503174,0.0098226564,0
0.15180469,0.0097106658,0.0099999998
0.15180469,0.0097106658,0
0.15269765,0.0096442346,0.0099999998
0.15269765,0.0096442346,0
0.15359062,0.0095787123,0.0099999998
0.15359062,0.0095787123,0
0.15448359,0.0095133092,0.0099999998
0.15448359,0.0095133092,0
0.15537657,0.0094479453,0.0099999998
0.15537657,0.0094479453,0
0.15626954,0.0093828356,0.0099999998
0.15626954,0.0093828356,0
0.1571625,0.00931748,0.0099999998
0.1571625,0.00931748,0
0.15805547,0.0092518358,0.0099999998
0.15805547,0.0092518358,0
0.15894844,0.0091866655,0.0099999998
0.15894844,0.0091866655,0
0.1598414,0.0091212951,0.0099999998
0.1598414,0.0091212951,0
0.16073437,0.0090555502,0.0099999998
0.16073437,0.0090555502,0
0.16162734,0.0089917956,0.0099999998
0.16162734,0.0089917956,0
0.21788438,0.0091412123,0.0099999998
0.21788438,0.0091412123,0
0.21877734,0.0097021451,0.0099999998
0.21877734,0.0097021451,0
0.21892488,0.0098226564,0
0.21892488,0.0098226564,0.0099999998
0.13930312,0.010661107,0
0.13860434,0.010715625,0.0099999998
0.13930312,0.010661107,0.0099999998
0.13860434,0.010715625,0
0.1401961,0.010591534,0.0099999998
0.1401961,0.010591534,0
0.14108907,0.010522833,0.0099999998
0.14108907,0.010522833,0
0.14198203,0.010454577,0.0099999998
0.14198203,0.010454577,0
0.142875,0.010386324,0.0099999998
0.142875,0.010386324,0
0.14376797,0.010318331,0.0099999998
0.14376797,0.010318331,0
0.14466093,0.010250918,0.0099999998
0.14466093,0.010250918,0
0.1455539,0.010183251,0.0099999998
0.1455539,0.010183251,0
0.14644687,0.0101152,0.0099999998
0.14644687,0.0101152,0
0.14733985,0.010047534,0.0099999998
0.14733985,0.010047534,0
0.14823282,0.0099793365,0.0099999998
0.14823282,0.0099793365,0
0.14912578,0.0099113397,0.0099999998
0.14912578,0.0099113397,0
0.15001875,0.0098451814,0.0099999998
0.15001875,0.0098451814,0
0.21967031,0.010417706,0.0099999998
0.21967031,0.010417706,0
0.21998431,0.010715625,0
0.21998431,0.010715625,0.0099999998
0.12769453,0.011581732,0
0.12735891,0.011608594,0.0099999998
0.12769453,0.011581732,0.0099999998
0.12735891,0.011608594,0
0.1285875,0.011510654,0.0099999998
0.1285875,0.011510654,0
0.12948047,0.011439078,0.0099999998
0.12948047,0.011439078,0
0.13037343,0.011367464,0.0099999998
0.13037343,0.011367464,0
0.1312664,0.011296109,0.0099999998
0.1312664,0.011296109,0
0.13215938,0.011225449,0.0099999998
0.13215938,0.011225449,0
0.13305235,0.011155573,0.0099999998
0.13305235,0.011155573,0
0.13394532,0.011085923,0.0099999998
0.13394532,0.011085923,0
0.13483828,0.011015159,0.0099999998
0.13483828,0.011015159,0
0.13573125,0.010943572,0.0099999998
0.13573125,0.010943572,0
0.13662422,0.010871795,0.0099999998
0.13662422,0.010871795,0
0.13751718,0.010800526,0.0099999998
0.13751718,0.010800526,0
0.13841015,0.010730943,0.0099999998
0.13841015,0.010730943,0
0.22056328,0.011333808,0.0099999998
0.22056328,0.011333808,0
0.22080518,0.011608594,0
0.22080518,0.011608594,0.0099999998
0.11697891,0.012452013,0
0.11637013,0.012501563,0.0099999998
0.11697891,0.012452013,0.0099999998
0.11637013,0.012501563,0
0.11787187,0.012379414,0.0099999998
0.11787187,0.012379414,0
0.11876485,0.012307505,0.0099999998
0.11876485,0.012307505,0
0.11965781,0.012236036,0.0099999998
0.11965781,0.012236036,0
0.12055078,0.012164383,0.0099999998
0.12055078,0.012164383,0
0.12144375,0.012092042,0.0099999998
0.12144375,0.012092042,0
0.12233672,0.012018399,0.0099999998
0.12233672,0.012018399,0
0.12322969,0.011944135,0.0099999998
0.12322969,0.011944135,0
0.12412266,0.011870226,0.0099999998
0.12412266,0.011870226,0
0.12501563,0.011797069,0.0099999998
0.12501563,0.011797069,0
0.1259086,0.011724531,0.0099999998
0.1259086,0.011724531,0
0.12680157,0.011652983,0.0099999998
0.12680157,0.011652983,0
0.22138155,0.012501563,0.0099999998
0.22138155,0.012501563,0
0.10626328,0.013343663,0
0.10562481,0.013394531,0.0099999998
0.10626328,0.013343663,0.0099999998
0.10562481,0.013394531,0
0.10715625,0.013270785,0.0099999998
0.10715625,0.013270785,0
0.10804922,0.013196109,0.0099999998
0.10804922,0.013196109,0
0.10894219,0.013122188,0.0099999998
0.10894219,0.013122188,0
0.10983516,0.013048692,0.0099999998
0.10983516,0.013048692,0
0.11072812,0.012974648,0.0099999998
0.11072812,0.012974648,0
0.1116211,0.012899718,0.0099999998
0.1116211,0.012899718,0
0.11251406,0.012823898,0.0099999998
0.11251406,0.012823898,0
0.11340703,0.012747956,0.0099999998
0.11340703,0.012747956,0
0.1143,0.012672692,0.0099999998
0.1143,0.012672692,0
0.11519297,0.012597958,0.0099999998
0.11519297,0.012597958,0
0.11608594,0.012524864,0.0099999998
0.11608594,0.012524864,0
0.22145624,0.012631751,0.0099999998
0.22145624,0.012631751,0
0.22184832,0.013394531,0
0.22184832,0.013394531,0.0099999998
0.094654687,0.014282123,0
0.094589509,0.0142875,0.0099999998
0.094654687,0.014282123,0.0099999998
0.094589509,0.0142875,0
0.095547654,0.014210206,0.0099999998
0.095547654,0.014210206,0
0.096440628,0.014138134,0.0099999998
0.096440628,0.014138134,0
0.097333595,0.014066448,0.0099999998
0.097333595,0.014066448,0
0.098226562,0.013994641,0.0099999998
0.098226562,0.013994641,0
0.099119529,0.013922052,0.0099999998
0.099119529,0.013922052,0
0.1000125,0.013849772,0.0099999998
0.1000125,0.013849772,0
0.10090547,0.013778274,0.0099999998
0.10090547,0.013778274,0
0.10179844,0.013706434,0.0099999998
0.10179844,0.013706434,0
0.1026914,0.013633424,0.0099999998
0.1026914,0.013633424,0
0.10358437,0.013559869,0.0099999998
0.10358437,0.013559869,0
0.10447735,0.013486709,0.0099999998
0.10447735,0.013486709,0
0.10537031,0.013414982,0.0099999998
0.10537031,0.013414982,0
0.2221994,0.0142875,0.0099999998
0.2221994,0.0142875,0
0.083939061,0.015143146,0
0.083467759,0.015180469,0.0099999998
0.083939061,0.015143146,0.0099999998
0.083467759,0.015180469,0
